"idP","nameP","nameType","uriAutor","nameAutor","uriMat","nameMat","uriTec","nameTec","noteP"
"1182","Nº 1013","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 1013 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado. Los principales materiales empleados para la elaboración de esta silla son la madera y el tejido, este último utilizado para el asiento del producto. La silla nº 1013 cuenta con dos patas delanteras ensambladas a la parte inferior del asiento y vienen acompañadas de dos chambranas que se unen a los travesaños traseros para aumentar la estabilidad. Dos travesaños de mayor longitud y curvados vienen ensamblados en la parte trasera para cumplir la doble función de soporte y apoyo, actuando, así, como patas traseras y respaldo del producto. Ambos travesaños laterales se unen a un travesaño superior de carácter horizontal y, en el medio del respaldo, se genera un juego de claroscuro mediante dos aldabas anchas y dos aldabas finas en medio de las anteriores. El asiento está tapizado y no incluye motivos decorativos."
"1192","Nº 524","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 524 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 524 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado. El asiento también está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1192","Nº 524","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 524 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 524 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado. El asiento también está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1192","Nº 524","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 524 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 524 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado. El asiento también está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1192","Nº 524","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 524 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 524 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado. El asiento también está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1194","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado con motivos florales. El asiento también está tapizado con motivos florales y las medidas de la silla son: 84 x 44 x 40 cm."
"1194","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado con motivos florales. El asiento también está tapizado con motivos florales y las medidas de la silla son: 84 x 44 x 40 cm."
"1194","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado con motivos florales. El asiento también está tapizado con motivos florales y las medidas de la silla son: 84 x 44 x 40 cm."
"1194","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está tapizado con motivos florales. El asiento también está tapizado con motivos florales y las medidas de la silla son: 84 x 44 x 40 cm."
"1198","Nº 529","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 529 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 529 cuenta con dos patas delanteras aserradas ensambladas a la parte inferior del asiento y vienen acompañadas por dos travesaños laterales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. El respaldo cuenta con un travesaño superior horizontal y cuatro listones horizontales, siendo dos finos y dos más gruesos. El asiento está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1198","Nº 529","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 529 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 529 cuenta con dos patas delanteras aserradas ensambladas a la parte inferior del asiento y vienen acompañadas por dos travesaños laterales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. El respaldo cuenta con un travesaño superior horizontal y cuatro listones horizontales, siendo dos finos y dos más gruesos. El asiento está tapizado y las medidas de la silla son: 84 x 44 x 40 cm.Esta silla formaba parte del catálogo de Vicente García Miralles, una empresa fabricante de muebles curvados en Valencia, cuya sede se encontraba en la Avenida Giorgeta, 19 en la primera mitad del siglo XX y las primeras décadas del siglo XX. Una empresa que ofrecía sus productos en catálogos de venta, como el producto que nos ocupa. El catálogo mencionado ofrece una amplia colección de sillería y mobiliario, para los cuales solía emplear la madera de haya de primera calidad, pero no proporciona el precio de venta al mercado."
"1200","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está realizado con malla. El asiento está tapizado."
"1200","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está realizado con malla. El asiento está tapizado."
"1200","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está realizado con malla. El asiento está tapizado."
"1200","Nº 525","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 525 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 525 cuenta con dos patas delanteras de estilo cabriolé ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños horizontales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior une los montantes laterales y el respaldo está realizado con malla. El asiento está tapizado."
"1204","Nº 527","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_eda9831c","Tapizado","El modelo de silla nº 527 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 527 cuenta con dos patas delanteras aserradas ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños laterales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior horizontal une los montantes laterales. El interior del respaldo cuenta con cuatro listones horizontales a lo largo del respaldo. El asiento está tapizado."
"1204","Nº 527","Silla","http://data.arxiuvalencia.eu/organization/3510","Vicente García Miralles","https://data.arxiuvalencia.eu/vocabulary/c_34181cad","Tejido","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","El modelo de silla nº 527 está manufacturado mediante diversas técnicas, destacando el ensamblado y el tapizado, además de otros procesos técnicos como el encolado y el lijado para un acabado idóneo. El principal material empleado para la elaboración de este producto es la madera. La silla nº 527 cuenta con dos patas delanteras aserradas ensambladas a la parte inferior del asiento y vienen acompañadas de dos travesaños laterales para aumentar la estabilidad de la silla. Las patas traseras, aserradas, se erigen verticalmente con una ligera curva hacia el interior. Un travesaño superior horizontal une los montantes laterales. El interior del respaldo cuenta con cuatro listones horizontales a lo largo del respaldo. El asiento está tapizado."
